SRA Accession,species,Data type
SRR1521690,Chlamydomonas reinhardtii,RNA-seq
SRR1521691,Chlamydomonas reinhardtii,RNA-seq
SRR1521692,Chlamydomonas reinhardtii,RNA-seq
SRR1521693,Chlamydomonas reinhardtii,RNA-seq
SRR1521694,Chlamydomonas reinhardtii,RNA-seq
SRR1521695,Chlamydomonas reinhardtii,RNA-seq
SRR1521696,Chlamydomonas reinhardtii,RNA-seq
SRR1521697,Chlamydomonas reinhardtii,RNA-seq
SRR1521698,Chlamydomonas reinhardtii,RNA-seq
SRR1521699,Chlamydomonas reinhardtii,RNA-seq
SRR1521700,Chlamydomonas reinhardtii,RNA-seq
SRR1521701,Chlamydomonas reinhardtii,RNA-seq
SRR1521702,Chlamydomonas reinhardtii,RNA-seq
SRR1521703,Chlamydomonas reinhardtii,RNA-seq
SRR1521704,Chlamydomonas reinhardtii,RNA-seq
SRR1521705,Chlamydomonas reinhardtii,RNA-seq
SRR1521706,Chlamydomonas reinhardtii,RNA-seq
SRR1521707,Chlamydomonas reinhardtii,RNA-seq
SRR1521708,Chlamydomonas reinhardtii,RNA-seq
SRR1521709,Chlamydomonas reinhardtii,RNA-seq
SRR1521710,Chlamydomonas reinhardtii,RNA-seq
SRR1521711,Chlamydomonas reinhardtii,RNA-seq
SRR1521712,Chlamydomonas reinhardtii,RNA-seq
SRR1521713,Chlamydomonas reinhardtii,RNA-seq
SRR1521714,Chlamydomonas reinhardtii,RNA-seq
SRR1521715,Chlamydomonas reinhardtii,RNA-seq
SRR1521716,Chlamydomonas reinhardtii,RNA-seq
SRR1521717,Chlamydomonas reinhardtii,RNA-seq
SRR1521718,Chlamydomonas reinhardtii,RNA-seq
SRR1521719,Chlamydomonas reinhardtii,RNA-seq
SRR1521720,Chlamydomonas reinhardtii,RNA-seq
SRR1521721,Chlamydomonas reinhardtii,RNA-seq
SRR1521722,Chlamydomonas reinhardtii,RNA-seq
SRR1521723,Chlamydomonas reinhardtii,RNA-seq
SRR1521724,Chlamydomonas reinhardtii,RNA-seq
SRR1521725,Chlamydomonas reinhardtii,RNA-seq
SRR1521726,Chlamydomonas reinhardtii,RNA-seq
SRR1521727,Chlamydomonas reinhardtii,RNA-seq
SRR1521728,Chlamydomonas reinhardtii,RNA-seq
SRR1521729,Chlamydomonas reinhardtii,RNA-seq
SRR1521730,Chlamydomonas reinhardtii,RNA-seq
SRR1521731,Chlamydomonas reinhardtii,RNA-seq
SRR1521732,Chlamydomonas reinhardtii,RNA-seq
SRR1521733,Chlamydomonas reinhardtii,RNA-seq
SRR1521734,Chlamydomonas reinhardtii,RNA-seq
SRR1521735,Chlamydomonas reinhardtii,RNA-seq
SRR1521736,Chlamydomonas reinhardtii,RNA-seq
SRR1521737,Chlamydomonas reinhardtii,RNA-seq
SRR1521738,Chlamydomonas reinhardtii,RNA-seq
SRR1521739,Chlamydomonas reinhardtii,RNA-seq
SRR1521740,Chlamydomonas reinhardtii,RNA-seq
SRR1521741,Chlamydomonas reinhardtii,RNA-seq
SRR1521742,Chlamydomonas reinhardtii,RNA-seq
SRR1521743,Chlamydomonas reinhardtii,RNA-seq
SRR1521744,Chlamydomonas reinhardtii,RNA-seq
SRR1521745,Chlamydomonas reinhardtii,RNA-seq
SRR15243025,Chlamydomonas reinhardtii,RNA-seq
SRR15243026,Chlamydomonas reinhardtii,RNA-seq
SRR15243027,Chlamydomonas reinhardtii,RNA-seq
SRR15243028,Chlamydomonas reinhardtii,RNA-seq
SRR15243029,Chlamydomonas reinhardtii,RNA-seq
SRR15243030,Chlamydomonas reinhardtii,RNA-seq
SRR15243031,Chlamydomonas reinhardtii,RNA-seq
SRR15243032,Chlamydomonas reinhardtii,RNA-seq
SRR15243033,Chlamydomonas reinhardtii,RNA-seq
SRR15243034,Chlamydomonas reinhardtii,RNA-seq
SRR15243035,Chlamydomonas reinhardtii,RNA-seq
SRR15243036,Chlamydomonas reinhardtii,RNA-seq
SRR15481314,Chlamydomonas reinhardtii,RNA-seq
SRR15481315,Chlamydomonas reinhardtii,RNA-seq
SRR15481316,Chlamydomonas reinhardtii,RNA-seq
SRR15481317,Chlamydomonas reinhardtii,RNA-seq
SRR15481318,Chlamydomonas reinhardtii,RNA-seq
SRR15481319,Chlamydomonas reinhardtii,RNA-seq
SRR15481320,Chlamydomonas reinhardtii,RNA-seq
SRR15481321,Chlamydomonas reinhardtii,RNA-seq
SRR15481322,Chlamydomonas reinhardtii,RNA-seq
SRR15481323,Chlamydomonas reinhardtii,RNA-seq
SRR15481324,Chlamydomonas reinhardtii,RNA-seq
SRR15481325,Chlamydomonas reinhardtii,RNA-seq
SRR15481326,Chlamydomonas reinhardtii,RNA-seq
SRR15481327,Chlamydomonas reinhardtii,RNA-seq
SRR15481328,Chlamydomonas reinhardtii,RNA-seq
SRR15481329,Chlamydomonas reinhardtii,RNA-seq
SRR15481330,Chlamydomonas reinhardtii,RNA-seq
SRR15481331,Chlamydomonas reinhardtii,RNA-seq
SRR15481332,Chlamydomonas reinhardtii,RNA-seq
SRR15481333,Chlamydomonas reinhardtii,RNA-seq
SRR15481334,Chlamydomonas reinhardtii,RNA-seq
SRR15481335,Chlamydomonas reinhardtii,RNA-seq
SRR15481336,Chlamydomonas reinhardtii,RNA-seq
SRR15481337,Chlamydomonas reinhardtii,RNA-seq
SRR15481338,Chlamydomonas reinhardtii,RNA-seq
SRR15481339,Chlamydomonas reinhardtii,RNA-seq
SRR15481340,Chlamydomonas reinhardtii,RNA-seq
SRR15481341,Chlamydomonas reinhardtii,RNA-seq
SRR15481342,Chlamydomonas reinhardtii,RNA-seq
SRR15481343,Chlamydomonas reinhardtii,RNA-seq
SRR15481344,Chlamydomonas reinhardtii,RNA-seq
SRR15481345,Chlamydomonas reinhardtii,RNA-seq
SRR15481346,Chlamydomonas reinhardtii,RNA-seq
SRR15481347,Chlamydomonas reinhardtii,RNA-seq
SRR15481348,Chlamydomonas reinhardtii,RNA-seq
SRR15481349,Chlamydomonas reinhardtii,RNA-seq
SRR15481350,Chlamydomonas reinhardtii,RNA-seq
SRR15481351,Chlamydomonas reinhardtii,RNA-seq
SRR15481352,Chlamydomonas reinhardtii,RNA-seq
SRR15481353,Chlamydomonas reinhardtii,RNA-seq
SRR15481354,Chlamydomonas reinhardtii,RNA-seq
SRR15481356,Chlamydomonas reinhardtii,RNA-seq
SRR15481357,Chlamydomonas reinhardtii,RNA-seq
SRR15481358,Chlamydomonas reinhardtii,RNA-seq
SRR15481359,Chlamydomonas reinhardtii,RNA-seq
SRR15481360,Chlamydomonas reinhardtii,RNA-seq
SRR15481361,Chlamydomonas reinhardtii,RNA-seq
SRR15481362,Chlamydomonas reinhardtii,RNA-seq
SRR15481363,Chlamydomonas reinhardtii,RNA-seq
SRR15481364,Chlamydomonas reinhardtii,RNA-seq
SRR15481366,Chlamydomonas reinhardtii,RNA-seq
SRR15481367,Chlamydomonas reinhardtii,RNA-seq
SRR15481368,Chlamydomonas reinhardtii,RNA-seq
SRR15481369,Chlamydomonas reinhardtii,RNA-seq
SRR15481370,Chlamydomonas reinhardtii,RNA-seq
SRR15481371,Chlamydomonas reinhardtii,RNA-seq
SRR15481372,Chlamydomonas reinhardtii,RNA-seq
SRR15481373,Chlamydomonas reinhardtii,RNA-seq
SRR15481374,Chlamydomonas reinhardtii,RNA-seq
SRR15481375,Chlamydomonas reinhardtii,RNA-seq
SRR15481376,Chlamydomonas reinhardtii,RNA-seq
SRR15481377,Chlamydomonas reinhardtii,RNA-seq
SRR15481378,Chlamydomonas reinhardtii,RNA-seq
SRR15481379,Chlamydomonas reinhardtii,RNA-seq
SRR15481380,Chlamydomonas reinhardtii,RNA-seq
SRR15481381,Chlamydomonas reinhardtii,RNA-seq
SRR15481383,Chlamydomonas reinhardtii,RNA-seq
SRR15481384,Chlamydomonas reinhardtii,RNA-seq
SRR15481385,Chlamydomonas reinhardtii,RNA-seq
SRR15481386,Chlamydomonas reinhardtii,RNA-seq
SRR15481387,Chlamydomonas reinhardtii,RNA-seq
SRR15481388,Chlamydomonas reinhardtii,RNA-seq
SRR15481389,Chlamydomonas reinhardtii,RNA-seq
SRR15481390,Chlamydomonas reinhardtii,RNA-seq
SRR15481391,Chlamydomonas reinhardtii,RNA-seq
SRR15481392,Chlamydomonas reinhardtii,RNA-seq
SRR15481393,Chlamydomonas reinhardtii,RNA-seq
SRR15481394,Chlamydomonas reinhardtii,RNA-seq
SRR15481395,Chlamydomonas reinhardtii,RNA-seq
SRR15481396,Chlamydomonas reinhardtii,RNA-seq
SRR15481397,Chlamydomonas reinhardtii,RNA-seq
SRR15481398,Chlamydomonas reinhardtii,RNA-seq
SRR15481399,Chlamydomonas reinhardtii,RNA-seq
SRR15481400,Chlamydomonas reinhardtii,RNA-seq
SRR15481401,Chlamydomonas reinhardtii,RNA-seq
SRR15481402,Chlamydomonas reinhardtii,RNA-seq
SRR15481403,Chlamydomonas reinhardtii,RNA-seq
SRR15508357,Chlamydomonas reinhardtii,RNA-seq
SRR15508358,Chlamydomonas reinhardtii,RNA-seq
SRR15508359,Chlamydomonas reinhardtii,RNA-seq
SRR15508360,Chlamydomonas reinhardtii,RNA-seq
SRR15508361,Chlamydomonas reinhardtii,RNA-seq
SRR15508362,Chlamydomonas reinhardtii,RNA-seq
SRR15508363,Chlamydomonas reinhardtii,RNA-seq
SRR15508364,Chlamydomonas reinhardtii,RNA-seq
SRR15508365,Chlamydomonas reinhardtii,RNA-seq
SRR15508366,Chlamydomonas reinhardtii,RNA-seq
SRR15508367,Chlamydomonas reinhardtii,RNA-seq
SRR15508368,Chlamydomonas reinhardtii,RNA-seq
SRR15508369,Chlamydomonas reinhardtii,RNA-seq
SRR15508370,Chlamydomonas reinhardtii,RNA-seq
SRR15508371,Chlamydomonas reinhardtii,RNA-seq
SRR15508372,Chlamydomonas reinhardtii,RNA-seq
SRR15508373,Chlamydomonas reinhardtii,RNA-seq
SRR15508374,Chlamydomonas reinhardtii,RNA-seq
SRR15882795,Chlamydomonas reinhardtii,RNA-seq
SRR15882796,Chlamydomonas reinhardtii,RNA-seq
SRR15882797,Chlamydomonas reinhardtii,RNA-seq
SRR15882798,Chlamydomonas reinhardtii,RNA-seq
SRR1588480,Chlamydomonas reinhardtii,RNA-seq
SRR1588481,Chlamydomonas reinhardtii,RNA-seq
SRR1588482,Chlamydomonas reinhardtii,RNA-seq
SRR1588483,Chlamydomonas reinhardtii,RNA-seq
SRR1588484,Chlamydomonas reinhardtii,RNA-seq
SRR1588485,Chlamydomonas reinhardtii,RNA-seq
SRR1588486,Chlamydomonas reinhardtii,RNA-seq
SRR1588487,Chlamydomonas reinhardtii,RNA-seq
SRR1588488,Chlamydomonas reinhardtii,RNA-seq
SRR1588489,Chlamydomonas reinhardtii,RNA-seq
SRR1588490,Chlamydomonas reinhardtii,RNA-seq
SRR1588491,Chlamydomonas reinhardtii,RNA-seq
SRR1588492,Chlamydomonas reinhardtii,RNA-seq
SRR1588493,Chlamydomonas reinhardtii,RNA-seq
SRR1588494,Chlamydomonas reinhardtii,RNA-seq
SRR1588495,Chlamydomonas reinhardtii,RNA-seq
SRR1588496,Chlamydomonas reinhardtii,RNA-seq
SRR1588497,Chlamydomonas reinhardtii,RNA-seq
SRR1588498,Chlamydomonas reinhardtii,RNA-seq
SRR1588499,Chlamydomonas reinhardtii,RNA-seq
SRR1588500,Chlamydomonas reinhardtii,RNA-seq
SRR1588501,Chlamydomonas reinhardtii,RNA-seq
SRR1588502,Chlamydomonas reinhardtii,RNA-seq
SRR1588503,Chlamydomonas reinhardtii,RNA-seq
SRR1588504,Chlamydomonas reinhardtii,RNA-seq
SRR1588505,Chlamydomonas reinhardtii,RNA-seq
SRR1588506,Chlamydomonas reinhardtii,RNA-seq
SRR1588507,Chlamydomonas reinhardtii,RNA-seq
SRR1588508,Chlamydomonas reinhardtii,RNA-seq
SRR1588509,Chlamydomonas reinhardtii,RNA-seq
SRR1588510,Chlamydomonas reinhardtii,RNA-seq
SRR1588511,Chlamydomonas reinhardtii,RNA-seq
SRR1588630,Chlamydomonas reinhardtii,RNA-seq
SRR1588631,Chlamydomonas reinhardtii,RNA-seq
SRR1588632,Chlamydomonas reinhardtii,RNA-seq
SRR1588633,Chlamydomonas reinhardtii,RNA-seq
SRR1588634,Chlamydomonas reinhardtii,RNA-seq
SRR1588635,Chlamydomonas reinhardtii,RNA-seq
SRR1588636,Chlamydomonas reinhardtii,RNA-seq
SRR1588637,Chlamydomonas reinhardtii,RNA-seq
SRR1588638,Chlamydomonas reinhardtii,RNA-seq
SRR1588639,Chlamydomonas reinhardtii,RNA-seq
SRR1588640,Chlamydomonas reinhardtii,RNA-seq
SRR1588641,Chlamydomonas reinhardtii,RNA-seq
SRR1588642,Chlamydomonas reinhardtii,RNA-seq
SRR1588643,Chlamydomonas reinhardtii,RNA-seq
SRR1588644,Chlamydomonas reinhardtii,RNA-seq
SRR1588645,Chlamydomonas reinhardtii,RNA-seq
SRR1588646,Chlamydomonas reinhardtii,RNA-seq
SRR1588647,Chlamydomonas reinhardtii,RNA-seq
SRR1588648,Chlamydomonas reinhardtii,RNA-seq
SRR1588649,Chlamydomonas reinhardtii,RNA-seq
SRR1588650,Chlamydomonas reinhardtii,RNA-seq
SRR1588651,Chlamydomonas reinhardtii,RNA-seq
SRR1588652,Chlamydomonas reinhardtii,RNA-seq
SRR1588653,Chlamydomonas reinhardtii,RNA-seq
SRR1588654,Chlamydomonas reinhardtii,RNA-seq
SRR1588655,Chlamydomonas reinhardtii,RNA-seq
SRR1588656,Chlamydomonas reinhardtii,RNA-seq
SRR1588657,Chlamydomonas reinhardtii,RNA-seq
SRR1588658,Chlamydomonas reinhardtii,RNA-seq
SRR1588659,Chlamydomonas reinhardtii,RNA-seq
SRR1588660,Chlamydomonas reinhardtii,RNA-seq
SRR1588661,Chlamydomonas reinhardtii,RNA-seq
SRR1592134,Chlamydomonas reinhardtii,RNA-seq
SRR1592135,Chlamydomonas reinhardtii,RNA-seq
SRR1592136,Chlamydomonas reinhardtii,RNA-seq
SRR1592137,Chlamydomonas reinhardtii,RNA-seq
SRR1592138,Chlamydomonas reinhardtii,RNA-seq
SRR1592139,Chlamydomonas reinhardtii,RNA-seq
SRR1592140,Chlamydomonas reinhardtii,RNA-seq
SRR1592141,Chlamydomonas reinhardtii,RNA-seq
SRR1592142,Chlamydomonas reinhardtii,RNA-seq
SRR1592143,Chlamydomonas reinhardtii,RNA-seq
SRR1592144,Chlamydomonas reinhardtii,RNA-seq
SRR16307087,Chlamydomonas reinhardtii,RNA-seq
SRR16307088,Chlamydomonas reinhardtii,RNA-seq
SRR16307089,Chlamydomonas reinhardtii,RNA-seq
SRR16307090,Chlamydomonas reinhardtii,RNA-seq
SRR16307091,Chlamydomonas reinhardtii,RNA-seq
SRR16307092,Chlamydomonas reinhardtii,RNA-seq
SRR16307093,Chlamydomonas reinhardtii,RNA-seq
SRR16307094,Chlamydomonas reinhardtii,RNA-seq
SRR16307095,Chlamydomonas reinhardtii,RNA-seq
SRR16307096,Chlamydomonas reinhardtii,RNA-seq
SRR16307097,Chlamydomonas reinhardtii,RNA-seq
SRR16307098,Chlamydomonas reinhardtii,RNA-seq
SRR16307099,Chlamydomonas reinhardtii,RNA-seq
SRR16307100,Chlamydomonas reinhardtii,RNA-seq
SRR16307101,Chlamydomonas reinhardtii,RNA-seq
SRR16307102,Chlamydomonas reinhardtii,RNA-seq
SRR16307103,Chlamydomonas reinhardtii,RNA-seq
SRR16307104,Chlamydomonas reinhardtii,RNA-seq
SRR16307105,Chlamydomonas reinhardtii,RNA-seq
SRR16307106,Chlamydomonas reinhardtii,RNA-seq
SRR16307107,Chlamydomonas reinhardtii,RNA-seq
SRR16307108,Chlamydomonas reinhardtii,RNA-seq
SRR16307109,Chlamydomonas reinhardtii,RNA-seq
SRR16307110,Chlamydomonas reinhardtii,RNA-seq
SRR16307111,Chlamydomonas reinhardtii,RNA-seq
SRR16307112,Chlamydomonas reinhardtii,RNA-seq
SRR16307113,Chlamydomonas reinhardtii,RNA-seq
SRR16597987,Chlamydomonas reinhardtii,RNA-seq
SRR16597988,Chlamydomonas reinhardtii,RNA-seq
SRR16597989,Chlamydomonas reinhardtii,RNA-seq
SRR16597990,Chlamydomonas reinhardtii,RNA-seq
SRR16597991,Chlamydomonas reinhardtii,RNA-seq
SRR16597992,Chlamydomonas reinhardtii,RNA-seq
SRR16597993,Chlamydomonas reinhardtii,RNA-seq
SRR16597994,Chlamydomonas reinhardtii,RNA-seq
SRR16597995,Chlamydomonas reinhardtii,RNA-seq
SRR16597996,Chlamydomonas reinhardtii,RNA-seq
SRR16597997,Chlamydomonas reinhardtii,RNA-seq
SRR16597998,Chlamydomonas reinhardtii,RNA-seq
SRR1801224,Chlamydomonas reinhardtii,RNA-seq
SRR1801225,Chlamydomonas reinhardtii,RNA-seq
SRR1801226,Chlamydomonas reinhardtii,RNA-seq
SRR1801227,Chlamydomonas reinhardtii,RNA-seq
SRR1801228,Chlamydomonas reinhardtii,RNA-seq
SRR1801229,Chlamydomonas reinhardtii,RNA-seq
SRR1801230,Chlamydomonas reinhardtii,RNA-seq
SRR1801231,Chlamydomonas reinhardtii,RNA-seq
SRR1801232,Chlamydomonas reinhardtii,RNA-seq
SRR1801233,Chlamydomonas reinhardtii,RNA-seq
SRR1801234,Chlamydomonas reinhardtii,RNA-seq
SRR1801235,Chlamydomonas reinhardtii,RNA-seq
SRR1801236,Chlamydomonas reinhardtii,RNA-seq
SRR1801237,Chlamydomonas reinhardtii,RNA-seq
SRR1801238,Chlamydomonas reinhardtii,RNA-seq
SRR1801239,Chlamydomonas reinhardtii,RNA-seq
SRR1801240,Chlamydomonas reinhardtii,RNA-seq
SRR1801241,Chlamydomonas reinhardtii,RNA-seq
SRR1801242,Chlamydomonas reinhardtii,RNA-seq
SRR1801243,Chlamydomonas reinhardtii,RNA-seq
SRR1801244,Chlamydomonas reinhardtii,RNA-seq
SRR1801245,Chlamydomonas reinhardtii,RNA-seq
SRR1801246,Chlamydomonas reinhardtii,RNA-seq
SRR1801247,Chlamydomonas reinhardtii,RNA-seq
SRR1801248,Chlamydomonas reinhardtii,RNA-seq
SRR1801249,Chlamydomonas reinhardtii,RNA-seq
SRR18108976,Chlamydomonas reinhardtii,RNA-seq
SRR18108977,Chlamydomonas reinhardtii,RNA-seq
SRR18108978,Chlamydomonas reinhardtii,RNA-seq
SRR18108979,Chlamydomonas reinhardtii,RNA-seq
SRR18108980,Chlamydomonas reinhardtii,RNA-seq
SRR18108981,Chlamydomonas reinhardtii,RNA-seq
SRR18108982,Chlamydomonas reinhardtii,RNA-seq
SRR18108983,Chlamydomonas reinhardtii,RNA-seq
SRR18108984,Chlamydomonas reinhardtii,RNA-seq
SRR18108985,Chlamydomonas reinhardtii,RNA-seq
SRR18108986,Chlamydomonas reinhardtii,RNA-seq
SRR18108987,Chlamydomonas reinhardtii,RNA-seq
SRR18108988,Chlamydomonas reinhardtii,RNA-seq
SRR18108989,Chlamydomonas reinhardtii,RNA-seq
SRR18108990,Chlamydomonas reinhardtii,RNA-seq
SRR18108991,Chlamydomonas reinhardtii,RNA-seq
SRR18108992,Chlamydomonas reinhardtii,RNA-seq
SRR18108993,Chlamydomonas reinhardtii,RNA-seq
SRR18108994,Chlamydomonas reinhardtii,RNA-seq
SRR18108995,Chlamydomonas reinhardtii,RNA-seq
SRR18108996,Chlamydomonas reinhardtii,RNA-seq
SRR18108997,Chlamydomonas reinhardtii,RNA-seq
SRR18108998,Chlamydomonas reinhardtii,RNA-seq
SRR18108999,Chlamydomonas reinhardtii,RNA-seq
SRR18109000,Chlamydomonas reinhardtii,RNA-seq
SRR18109001,Chlamydomonas reinhardtii,RNA-seq
SRR18109002,Chlamydomonas reinhardtii,RNA-seq
SRR19309503,Chlamydomonas reinhardtii,RNA-seq
SRR19309504,Chlamydomonas reinhardtii,RNA-seq
SRR19309505,Chlamydomonas reinhardtii,RNA-seq
SRR19309506,Chlamydomonas reinhardtii,RNA-seq
SRR19309507,Chlamydomonas reinhardtii,RNA-seq
SRR19309508,Chlamydomonas reinhardtii,RNA-seq
SRR19309509,Chlamydomonas reinhardtii,RNA-seq
SRR19309510,Chlamydomonas reinhardtii,RNA-seq
SRR19309511,Chlamydomonas reinhardtii,RNA-seq
SRR19309512,Chlamydomonas reinhardtii,RNA-seq
SRR19309513,Chlamydomonas reinhardtii,RNA-seq
SRR19309514,Chlamydomonas reinhardtii,RNA-seq
SRR19309515,Chlamydomonas reinhardtii,RNA-seq
SRR19309516,Chlamydomonas reinhardtii,RNA-seq
SRR19309517,Chlamydomonas reinhardtii,RNA-seq
SRR19309518,Chlamydomonas reinhardtii,RNA-seq
SRR19309519,Chlamydomonas reinhardtii,RNA-seq
SRR19309520,Chlamydomonas reinhardtii,RNA-seq
SRR19787848,Chlamydomonas reinhardtii,RNA-seq
SRR19787849,Chlamydomonas reinhardtii,RNA-seq
SRR19787850,Chlamydomonas reinhardtii,RNA-seq
SRR19787851,Chlamydomonas reinhardtii,RNA-seq
SRR19787852,Chlamydomonas reinhardtii,RNA-seq
SRR19787853,Chlamydomonas reinhardtii,RNA-seq
SRR19787854,Chlamydomonas reinhardtii,RNA-seq
SRR19787855,Chlamydomonas reinhardtii,RNA-seq
SRR2132402,Chlamydomonas reinhardtii,RNA-seq
SRR2132403,Chlamydomonas reinhardtii,RNA-seq
SRR2132404,Chlamydomonas reinhardtii,RNA-seq
SRR2132405,Chlamydomonas reinhardtii,RNA-seq
SRR2132406,Chlamydomonas reinhardtii,RNA-seq
SRR2132407,Chlamydomonas reinhardtii,RNA-seq
SRR2132408,Chlamydomonas reinhardtii,RNA-seq
SRR2132409,Chlamydomonas reinhardtii,RNA-seq
SRR2132410,Chlamydomonas reinhardtii,RNA-seq
SRR2132411,Chlamydomonas reinhardtii,RNA-seq
SRR2132412,Chlamydomonas reinhardtii,RNA-seq
SRR2132413,Chlamydomonas reinhardtii,RNA-seq
SRR2132414,Chlamydomonas reinhardtii,RNA-seq
SRR2132415,Chlamydomonas reinhardtii,RNA-seq
SRR2132416,Chlamydomonas reinhardtii,RNA-seq
SRR2132417,Chlamydomonas reinhardtii,RNA-seq
SRR2132418,Chlamydomonas reinhardtii,RNA-seq
SRR2132419,Chlamydomonas reinhardtii,RNA-seq
SRR2132420,Chlamydomonas reinhardtii,RNA-seq
SRR2132421,Chlamydomonas reinhardtii,RNA-seq
SRR2132422,Chlamydomonas reinhardtii,RNA-seq
SRR2132423,Chlamydomonas reinhardtii,RNA-seq
SRR2132424,Chlamydomonas reinhardtii,RNA-seq
SRR2132425,Chlamydomonas reinhardtii,RNA-seq
SRR2132426,Chlamydomonas reinhardtii,RNA-seq
SRR2132427,Chlamydomonas reinhardtii,RNA-seq
SRR2132428,Chlamydomonas reinhardtii,RNA-seq
SRR2132429,Chlamydomonas reinhardtii,RNA-seq
SRR2132430,Chlamydomonas reinhardtii,RNA-seq
SRR2132431,Chlamydomonas reinhardtii,RNA-seq
SRR2132432,Chlamydomonas reinhardtii,RNA-seq
SRR2132433,Chlamydomonas reinhardtii,RNA-seq
SRR2132434,Chlamydomonas reinhardtii,RNA-seq
SRR2132435,Chlamydomonas reinhardtii,RNA-seq
SRR2132436,Chlamydomonas reinhardtii,RNA-seq
SRR2132437,Chlamydomonas reinhardtii,RNA-seq
SRR2132438,Chlamydomonas reinhardtii,RNA-seq
SRR2132439,Chlamydomonas reinhardtii,RNA-seq
SRR2132440,Chlamydomonas reinhardtii,RNA-seq
SRR2132441,Chlamydomonas reinhardtii,RNA-seq
SRR2132442,Chlamydomonas reinhardtii,RNA-seq
SRR2132443,Chlamydomonas reinhardtii,RNA-seq
SRR2132444,Chlamydomonas reinhardtii,RNA-seq
SRR2132445,Chlamydomonas reinhardtii,RNA-seq
SRR2132446,Chlamydomonas reinhardtii,RNA-seq
SRR2132447,Chlamydomonas reinhardtii,RNA-seq
SRR2132448,Chlamydomonas reinhardtii,RNA-seq
SRR2132449,Chlamydomonas reinhardtii,RNA-seq
SRR2132450,Chlamydomonas reinhardtii,RNA-seq
SRR2132451,Chlamydomonas reinhardtii,RNA-seq
SRR2132452,Chlamydomonas reinhardtii,RNA-seq
SRR2132453,Chlamydomonas reinhardtii,RNA-seq
SRR2132454,Chlamydomonas reinhardtii,RNA-seq
SRR2132455,Chlamydomonas reinhardtii,RNA-seq
SRR2132456,Chlamydomonas reinhardtii,RNA-seq
SRR2132457,Chlamydomonas reinhardtii,RNA-seq
SRR22356381,Chlamydomonas reinhardtii,RNA-seq
SRR22356382,Chlamydomonas reinhardtii,RNA-seq
SRR22356383,Chlamydomonas reinhardtii,RNA-seq
SRR22356384,Chlamydomonas reinhardtii,RNA-seq
SRR22356385,Chlamydomonas reinhardtii,RNA-seq
SRR22811593,Chlamydomonas reinhardtii,RNA-seq
SRR22811594,Chlamydomonas reinhardtii,RNA-seq
SRR22811595,Chlamydomonas reinhardtii,RNA-seq
SRR22811596,Chlamydomonas reinhardtii,RNA-seq
SRR22811597,Chlamydomonas reinhardtii,RNA-seq
SRR22811598,Chlamydomonas reinhardtii,RNA-seq
SRR23280683,Chlamydomonas reinhardtii,RNA-seq
SRR23280684,Chlamydomonas reinhardtii,RNA-seq
SRR23280685,Chlamydomonas reinhardtii,RNA-seq
SRR23280686,Chlamydomonas reinhardtii,RNA-seq
SRR23280687,Chlamydomonas reinhardtii,RNA-seq
SRR23280688,Chlamydomonas reinhardtii,RNA-seq
SRR23471144,Chlamydomonas reinhardtii,RNA-seq
SRR23471145,Chlamydomonas reinhardtii,RNA-seq
SRR23471146,Chlamydomonas reinhardtii,RNA-seq
SRR23471147,Chlamydomonas reinhardtii,RNA-seq
SRR23471148,Chlamydomonas reinhardtii,RNA-seq
SRR23471149,Chlamydomonas reinhardtii,RNA-seq
SRR23471150,Chlamydomonas reinhardtii,RNA-seq
SRR23471151,Chlamydomonas reinhardtii,RNA-seq
SRR23471152,Chlamydomonas reinhardtii,RNA-seq
SRR23471153,Chlamydomonas reinhardtii,RNA-seq
SRR23471154,Chlamydomonas reinhardtii,RNA-seq
SRR23471155,Chlamydomonas reinhardtii,RNA-seq
SRR23699950,Chlamydomonas reinhardtii,RNA-seq
SRR23699951,Chlamydomonas reinhardtii,RNA-seq
SRR23699952,Chlamydomonas reinhardtii,RNA-seq
SRR23699953,Chlamydomonas reinhardtii,RNA-seq
SRR23699954,Chlamydomonas reinhardtii,RNA-seq
SRR23699955,Chlamydomonas reinhardtii,RNA-seq
SRR23699956,Chlamydomonas reinhardtii,RNA-seq
SRR23699957,Chlamydomonas reinhardtii,RNA-seq
SRR23699958,Chlamydomonas reinhardtii,RNA-seq
SRR23998836,Chlamydomonas reinhardtii,RNA-seq
SRR23998837,Chlamydomonas reinhardtii,RNA-seq
SRR23998838,Chlamydomonas reinhardtii,RNA-seq
SRR23998839,Chlamydomonas reinhardtii,RNA-seq
SRR23998840,Chlamydomonas reinhardtii,RNA-seq
SRR23998841,Chlamydomonas reinhardtii,RNA-seq
SRR23998842,Chlamydomonas reinhardtii,RNA-seq
SRR23998843,Chlamydomonas reinhardtii,RNA-seq
SRR23998844,Chlamydomonas reinhardtii,RNA-seq
SRR23998845,Chlamydomonas reinhardtii,RNA-seq
SRR23998846,Chlamydomonas reinhardtii,RNA-seq
SRR23998847,Chlamydomonas reinhardtii,RNA-seq
SRR24150519,Chlamydomonas reinhardtii,RNA-seq
SRR24150520,Chlamydomonas reinhardtii,RNA-seq
SRR24150521,Chlamydomonas reinhardtii,RNA-seq
SRR24150522,Chlamydomonas reinhardtii,RNA-seq
SRR24150523,Chlamydomonas reinhardtii,RNA-seq
SRR24150524,Chlamydomonas reinhardtii,RNA-seq
